Geographical Name;Latitude;Longitude;Generic Term;Province - Territory
Martinville;45.2666667;-71.7166666;Municipality;Quebec
Mascouche;45.75;-73.6;Town;Quebec
Maskinonge;46.2333333;-73.0166667;Municipality;Quebec
Matagami;49.75;-77.6333333;Town;Quebec
Matane;48.85;-67.533333;Town;Quebec
Matapedia;47.9666667;-66.95;Municipality;Quebec
Mayo;45.6666667;-75.35;Municipality;Quebec
McMasterville;45.55;-73.2333333;Municipality;Quebec
Mercier;45.3166667;-73.75;Town;Quebec
Messines;46.2333333;-76.0166667;Municipality;Quebec
Metabetchouan–Lac-a-la-Croix;48.4333334;-71.8666667;Town;Quebec
Metis-sur-Mer;48.6666667;-68;Town;Quebec
Milan;45.6;-71.1333334;Municipality;Quebec
Mille-Isles;45.8166666;-74.2166667;Municipality;Quebec
Mingan;50.291111;-64.019167;Village;Quebec
Mirabel;45.65;-74.0833333;Town;Quebec
Mistissini;50.3166667;-74.0166666;Cree Village Municipality;Quebec
Moffet;47.55;-78.95;Municipality;Quebec
Montcalm;45.9666667;-74.5;Municipality;Quebec
Mont-Carmel;47.4333333;-69.8666667;Municipality;Quebec
Montcerf-Lytton;46.5333334;-76.05;Municipality;Quebec
Montebello;45.65;-74.933333;Municipality;Quebec
Montfort;45.8858333;-74.3408333;Village;Quebec
Mont-Joli;48.5833333;-68.1833334;Town;Quebec
Mont-Laurier;46.55;-75.5;Town;Quebec
Mont-Louis;49.2291667;-65.7313889;Village;Quebec
Montmagny;46.9833333;-70.55;Town;Quebec
Montpellier;45.85;-75.1666667;Municipality;Quebec
Montreal;45.516667;-73.65;Town;Quebec
Montreal-Est;45.633333;-73.516667;Town;Quebec
Montreal-Ouest;45.45;-73.65;Town;Quebec
Mont-Royal;45.516667;-73.65;Town;Quebec
Mont-Saint-Gregoire;45.3333333;-73.1666667;Municipality;Quebec
Mont-Saint-Hilaire;45.5666667;-73.2;Town;Quebec
Mont-Saint-Michel;46.7833333;-75.3333333;Municipality;Quebec
Mont-Tremblant;46.1166667;-74.6;Town;Quebec
Mont-Wright;52.7725;-67.3233333;Hamlet;Quebec
Morin-Heights;45.9;-74.25;Municipality;Quebec
Mulgrave-et-Derry;45.783333;-75.366667;Municipality;Quebec
Murdochville;48.9666667;-65.5;Town;Quebec
Mutton Bay;50.7719444;-59.0291667;Village;Quebec
Namur;45.9;-74.9333333;Municipality;Quebec
Nantes;45.6333333;-71.0333333;Municipality;Quebec
Napierville;45.183333;-73.4;Municipality;Quebec
Natashquan;50.183333;-61.816667;Township Municipality;Quebec
Neuville;46.7;-71.5833334;Town;Quebec
New Carlisle;48.0166667;-65.3333333;Municipality;Quebec
New Glasgow;45.8347222;-73.8777778;Village;Quebec
New Richmond;48.1666666;-65.8666667;Town;Quebec
Newport;45.383333;-71.483333;Municipality;Quebec
Newport;48.2694444;-64.7444444;Village;Quebec
Nicolet;46.2166666;-72.6166667;Town;Quebec
Nominingue;46.4;-75.0333333;Municipality;Quebec
Normandin;48.8333334;-72.5333333;Town;Quebec
Normetal;49;-79.3666666;Municipality;Quebec
North Hatley;45.2833333;-71.9666667;Village Municipality;Quebec
Notre-Dame-de-Bonsecours;45.7;-74.866667;Municipality;Quebec
Notre-Dame-de-Ham;45.9;-71.7333333;Municipality;Quebec
Notre-Dame-de-la-Merci;46.2333333;-74.05;Municipality;Quebec
Notre-Dame-de-la-Paix;45.816667;-74.966667;Municipality;Quebec
Notre-Dame-de-la-Salette;45.7666667;-75.5833334;Municipality;Quebec
Notre-Dame-de-l'Ile-Perrot;45.366667;-73.933333;Town;Quebec
Notre-Dame-de-l'Isle-Verte;48.0075;-69.4575;Village;Quebec
Notre-Dame-de-Lorette;49.0833334;-72.35;Municipality;Quebec
Notre-Dame-de-Lourdes;46.1;-73.433333;Municipality;Quebec
Notre-Dame-de-Montauban;46.8666666;-72.3333333;Municipality;Quebec
Notre-Dame-de-Pierreville;46.1041667;-72.8805556;Village;Quebec
Notre-Dame-de-Pontmain;46.2833334;-75.6333333;Municipality;Quebec
Notre-Dame-des-Anges;46.876944;-72.309167;Village;Quebec
Notre-Dame-des-Bois;45.4;-71.0666666;Municipality;Quebec
Notre-Dame-des-Monts;47.6666667;-70.3833333;Municipality;Quebec
Notre-Dame-des-Neiges;48.1166667;-69.1666666;Municipality;Quebec
Notre-Dame-des-Pins;46.1833333;-70.7166667;Parish Municipality;Quebec
Notre-Dame-des-Prairies;46.05;-73.433333;Town;Quebec
Notre-Dame-de-Stanbridge;45.166667;-73.033333;Municipality;Quebec
Notre-Dame-du-Bon-Conseil;46;-72.35;Village Municipality;Quebec
Notre-Dame-du-Laus;46.0833334;-75.6166667;Municipality;Quebec
Notre-Dame-du-Mont-Carmel;46.4833333;-72.65;Parish Municipality;Quebec
Notre-Dame-du-Nord;47.6;-79.483333;Municipality;Quebec
Notre-Dame-du-Portage;47.766667;-69.616667;Municipality;Quebec
Notre-Dame-du-Rosaire;46.8333333;-70.4;Municipality;Quebec
Notre-Dame-du-Rosaire;48.791389;-71.426389;Village;Quebec
Nouvelle;48.1333333;-66.3166667;Municipality;Quebec
Noyan;45.0666667;-73.3;Municipality;Quebec
Ogden;45.05;-72.1333333;Municipality;Quebec
Oka;45.4666667;-74.0833333;Municipality;Quebec
Old Chelsea;45.5033333;-75.8125;Village;Quebec
Ormstown;45.1333333;-74;Municipality;Quebec
Otter Lake;45.85;-76.433333;Municipality;Quebec
Otterburn Park;45.5333333;-73.2166666;Town;Quebec
Pabos;48.3625;-64.6083333;Village;Quebec
Pabos Mills;48.3069444;-64.7097222;Village;Quebec
Padoue;48.5833333;-67.9833334;Municipality;Quebec
Palmarolle;48.6666667;-79.2;Municipality;Quebec
Papineauville;45.6166666;-75.0166667;Municipality;Quebec
Parent;47.9180556;-74.6166667;Administrative Sector;Quebec
Parisville;46.5166667;-72.0666667;Parish Municipality;Quebec
Paspebiac;48.0333334;-65.25;Town;Quebec
Perce;48.5333333;-64.2166667;Town;Quebec
Peribonka;48.7666666;-72.05;Municipality;Quebec
Perkins;45.6005556;-75.6222222;Village;Quebec
Petit-Cap;49.0305556;-64.4475;Village;Quebec
Petite-Riviere;47.3019444;-70.57;Village;Quebec
Petite-Riviere-au-Renard;49.014167;-64.4225;Village;Quebec
Petite-Riviere-Saint-Francois;47.3;-70.5666667;Municipality;Quebec
Petite-Vallee;49.2166666;-65.0333333;Municipality;Quebec
Petit-Pabos;48.3777778;-64.5772222;Village;Quebec
Petit-Saguenay;48.2166667;-70.0666667;Municipality;Quebec
Philipsburg;45.0416667;-73.075;Village;Quebec
Piedmont;45.9;-74.1333334;Municipality;Quebec
Pierreville;46.0666667;-72.8166667;Municipality;Quebec
Pike River;45.116667;-73.066667;Municipality;Quebec
Pincourt;45.3833333;-73.9833333;Town;Quebec
Piopolis;45.4833334;-70.9;Municipality;Quebec
Plaisance;45.6166666;-75.1166666;Municipality;Quebec
Plessisville;46.2166666;-71.7833334;Town;Quebec
Pohenegamook;47.4666667;-69.2166667;Town;Quebec
Pointe-a-la-Croix;48.0166667;-66.6833334;Municipality;Quebec
Pointe-a-la-Garde;48.0786111;-66.5436111;Village;Quebec
Pointe-au-Chene;45.6452778;-74.7494444;Village;Quebec
Pointe-aux-Outardes;49.05;-68.4333333;Village Municipality;Quebec
Pointe-Calumet;45.5;-73.9666667;Municipality;Quebec
Pointe-Claire;45.45;-73.816667;Town;Quebec
Pointe-des-Cascades;45.3333333;-73.9666667;Village Municipality;Quebec
Pointe-Jaune;49.0691667;-64.5116667;Village;Quebec
Pointe-Lebel;49.1666667;-68.2;Village Municipality;Quebec
Poltimore;45.785;-75.7069444;Village;Quebec
Pontiac;45.5833333;-76.1333333;Municipality;Quebec
Pont-Rouge;46.75;-71.7;Town;Quebec
Port-Cartier;50.0333333;-66.8666667;Town;Quebec
Port-Daniel;48.18;-64.9711111;Village;Quebec
Port-Daniel–Gascons;48.1833333;-64.9666667;Municipality;Quebec
Port-Menier;49.818056;-64.350556;Village;Quebec
Portneuf;46.7;-71.8833333;Town;Quebec
Portneuf-sur-Mer;48.616667;-69.1;Municipality;Quebec
Poularies;48.6666667;-78.9833334;Municipality;Quebec
Preissac;48.4;-78.3666667;Municipality;Quebec
Prevost;45.8666667;-74.0833333;Town;Quebec
Price;48.6;-68.1166666;Village Municipality;Quebec
Princeville;46.1666667;-71.8833333;Town;Quebec
Proulxville;46.6688889;-72.505;Village;Quebec
Purtuniq;61.8166667;-73.9511111;Village;Quebec
Quebec;46.816667;-71.216667;Town;Quebec
Quyon;45.520278;-76.233611;Village;Quebec
Racine;45.5;-72.25;Municipality;Quebec
Radisson;53.7916667;-77.6166667;Village;Quebec
Ragueneau;49.066667;-68.533333;Parish Municipality;Quebec
Rapide-Blanc;47.7930556;-72.9638889;Hamlet;Quebec
Rapide-Danseur;48.55;-79.3;Municipality;Quebec
Rapides-des-Joachims;46.2;-77.6833333;Municipality;Quebec
Rawdon;46.05;-73.7166667;Municipality;Quebec
Relais-Gabriel;51.333611;-68.300556;Hamlet;Quebec
Remigny;47.7666667;-79.2;Municipality;Quebec
Repentigny;45.7333333;-73.4666667;Town;Quebec
Richelieu;45.45;-73.25;Town;Quebec
Richmond;45.6666667;-72.15;Town;Quebec
Rigaud;45.4833334;-74.3;Municipality;Quebec
Rimouski;48.45;-68.5333333;Town;Quebec
Ripon;45.7833333;-75.1;Municipality;Quebec
Riviere-a-Claude;49.2166666;-65.9;Municipality;Quebec
Riviere-a-Pierre;46.9833333;-72.1833334;Municipality;Quebec
Riviere-au-Renard;48.9930556;-64.3866667;Village;Quebec
Riviere-au-Tonnerre;50.2666666;-64.7833334;Municipality;Quebec
Riviere-Beaudette;45.2333334;-74.3333334;Municipality;Quebec
Riviere-Bleue;47.4333333;-69.05;Municipality;Quebec
Riviere-du-Loup;47.8333333;-69.5333333;Town;Quebec
Riviere-Eternite;48.25;-70.4166666;Municipality;Quebec
Riviere-Heva;48.233333;-78.216667;Municipality;Quebec
Riviere-Matawin;46.8972222;-72.9275;Hamlet;Quebec
Riviere-Ouelle;47.4333333;-70.0166666;Municipality;Quebec
Riviere-Portneuf;48.6272222;-69.0969444;Village;Quebec
Riviere-Rouge;46.4166667;-74.8666666;Town;Quebec
Riviere-Sainte-Marguerite-en-Bas;50.1377778;-66.6141667;Village;Quebec
Riviere-Saint-Jean;50.3;-64.3333334;Municipality;Quebec
Riviere-Saint-Paul;51.4705556;-57.7125;Village;Quebec
Riviere-Trois-Pistoles;48.0961111;-69.2116667;Village;Quebec
Roberval;48.5166667;-72.2333334;Town;Quebec
Rochebaucourt;48.6833333;-77.5;Municipality;Quebec
Roquemaure;48.6;-79.4;Municipality;Quebec
Rosemere;45.6333333;-73.8;Town;Quebec
Rougemont;45.4402778;-73.0597222;Municipality;Quebec
Rouyn-Noranda;48.233333;-79.016667;Town;Quebec
Roxton Falls;45.5666667;-72.5166667;Village Municipality;Quebec
Roxton Pond;45.4833334;-72.6666667;Municipality;Quebec
Sabrevois;45.2069444;-73.2302778;Village;Quebec
Sacre-Coeur;48.2333334;-69.8;Municipality;Quebec
Saddlebrook;45.4272222;-74.1694444;Village;Quebec
Saguenay;48.4166667;-71.0666666;Town;Quebec
Saint-Adalbert;46.8666666;-69.9;Municipality;Quebec
Saint-Adelme;48.8166667;-67.3166667;Parish Municipality;Quebec
Saint-Adelphe;46.7333334;-72.4333334;Parish Municipality;Quebec
Saint-Adolphe-de-Dudswell;45.6344444;-71.5925;Village;Quebec
Saint-Adolphe-d'Howard;45.9666667;-74.3333334;Municipality;Quebec
Saint-Adrien;45.8166666;-71.7166666;Municipality;Quebec
Saint-Adrien-d'Irlande;46.1166667;-71.45;Municipality;Quebec
Saint-Agapit;46.5666667;-71.4333333;Municipality;Quebec
Saint-Aime;45.916667;-72.933333;Municipality;Quebec
Saint-Aime-des-Lacs;47.6833333;-70.3;Municipality;Quebec
Saint-Aime-du-Lac-des-Iles;46.4;-75.533333;Municipality;Quebec
Saint-Alban;46.7166667;-72.0833333;Municipality;Quebec
Saint-Albert;46;-72.0833333;Municipality;Quebec
Saint-Alexandre;45.2333334;-73.1166667;Municipality;Quebec
Saint-Alexandre-de-Kamouraska;47.6833333;-69.6333334;Municipality;Quebec
Saint-Alexis;48.0183333;-67.0258333;Village;Quebec
Saint-Alexis-de-Matapedia;47.966667;-67.05;Municipality;Quebec
Saint-Alexis-des-Monts;46.4666666;-73.1333333;Parish Municipality;Quebec
Saint-Alfred;46.15;-70.8333333;Municipality;Quebec
Saint-Alphonse;48.1833333;-65.6333334;Municipality;Quebec
Saint-Alphonse-de-Caplan;48.1880556;-65.6283333;Village;Quebec
Saint-Alphonse-de-Granby;45.333333;-72.816667;Municipality;Quebec
Saint-Alphonse-Rodriguez;46.1833333;-73.7;Municipality;Quebec
Saint-Amable;45.65;-73.3;Municipality;Quebec
Saint-Ambroise;48.55;-71.3333334;Municipality;Quebec
Saint-Anaclet;48.4755556;-68.4261111;Village;Quebec
Saint-Anaclet-de-Lessard;48.4833333;-68.4166667;Parish Municipality;Quebec
Saint-Andre;47.6833333;-69.7333333;Municipality;Quebec
Saint-Andre-Avellin;45.7166667;-75.0666667;Municipality;Quebec
Saint-Andre-d'Argenteuil;45.5666667;-74.3333334;Municipality;Quebec
Saint-Andre-de-Restigouche;48.0666667;-66.95;Municipality;Quebec
Saint-Andre-Est;45.5583333;-74.3347222;Village;Quebec
Saint-Anicet;45.116667;-74.35;Municipality;Quebec
Saint-Anselme;46.6333333;-70.9666667;Municipality;Quebec
Saint-Antoine-Abbe;45.0508333;-73.8891667;Village;Quebec
Saint-Antoine-de-Tilly;46.6666666;-71.5833334;Municipality;Quebec
Saint-Antoine-sur-Richelieu;45.7830556;-73.175;Municipality;Quebec
Saint-Apollinaire;46.6166667;-71.5166666;Municipality;Quebec
Saint-Armand;45.0333334;-73.05;Municipality;Quebec
Saint-Arsene;45.9672222;-73.1888889;Hamlet;Quebec
Saint-Athanase;47.4333333;-69.4166667;Municipality;Quebec
Saint-Aubert;47.1833334;-70.2166666;Municipality;Quebec
Saint-Augustin;45.6247222;-73.9805556;Village;Quebec
Saint-Augustin;51.2166667;-58.65;Municipality;Quebec
Saint-Augustin-de-Desmaures;46.733333;-71.466667;Town;Quebec
Saint-Barnabe-Nord;46.3952778;-72.8813889;Village;Quebec
Saint-Barnabe-Sud;45.7333333;-72.9166667;Municipality;Quebec
Saint-Barthelemy;46.1833333;-73.1333333;Parish Municipality;Quebec
Saint-Basile;46.75;-71.8166667;Town;Quebec
Saint-Basile-le-Grand;45.5333333;-73.2833334;Town;Quebec
Saint-Benjamin;46.2833334;-70.6;Municipality;Quebec
Saint-Benoit;45.5672222;-74.0969444;Village;Quebec
Saint-Benoit-du-Lac;45.1666666;-72.2666667;Municipality;Quebec
Saint-Benoit-Labre;46.066667;-70.8;Municipality;Quebec
Saint-Bernard;46.5;-71.1333334;Municipality;Quebec
Saint-Bernard-de-Lacolle;45.0833333;-73.4166666;Parish Municipality;Quebec
Saint-Bernard-de-Michaudville;45.8333333;-73.0666667;Municipality;Quebec
Saint-Bernard-sur-Mer;47.416667;-70.383333;Village;Quebec
Saint-Blaise-sur-Richelieu;45.2166667;-73.2833334;Municipality;Quebec
Saint-Bonaventure;45.9666667;-72.6833333;Municipality;Quebec
Saint-Boniface;46.5;-72.816667;Municipality;Quebec
Saint-Bruno;48.4666667;-71.65;Municipality;Quebec
Saint-Bruno-de-Guigues;47.466667;-79.433333;Municipality;Quebec
Saint-Bruno-de-Kamouraska;47.45;-69.75;Municipality;Quebec
Saint-Bruno-de-Montarville;45.533333;-73.35;Town;Quebec
Saint-Calixte;45.95;-73.85;Municipality;Quebec
Saint-Calixte-de-Kilkenny;45.9505556;-73.8502778;Village;Quebec
Saint-Camille-de-Bellechasse;46.4938889;-70.2130556;Village;Quebec
Saint-Canut;45.7188889;-74.0988889;Village;Quebec
Saint-Casimir;46.65;-72.1333333;Municipality;Quebec
Saint-Celestin;46.2166666;-72.4333334;Municipality;Quebec
Saint-Cesaire;45.4166667;-73;Town;Quebec
Saint-Charles;48.4925;-71.4069444;Village;Quebec
Saint-Charles-Borromee;46.05;-73.4666667;Municipality;Quebec
Saint-Charles-de-Bellechasse;46.7666667;-70.95;Municipality;Quebec
Saint-Charles-de-Bourget;48.5666666;-71.3666667;Municipality;Quebec
Saint-Charles-sur-Richelieu;45.6833334;-73.1833333;Municipality;Quebec
Saint-Chrysostome;45.1;-73.7666667;Municipality;Quebec
Saint-Claude;45.6666667;-71.9833334;Municipality;Quebec
Saint-Cleophas-de-Brandon;46.2333333;-73.4166666;Municipality;Quebec
Saint-Clet;45.35;-74.2166667;Municipality;Quebec
Saint-Colomban;45.733333;-74.133333;Town;Quebec
Saint-Come;46.2666667;-73.7833333;Parish Municipality;Quebec
Saint-Come–Liniere;46.0666667;-70.5166667;Municipality;Quebec
Saint-Constant;45.3666666;-73.5666667;Town;Quebec
Saint-Cuthbert;46.15;-73.2333333;Municipality;Quebec
Saint-Cyprien;47.9;-69.0166667;Municipality;Quebec
Saint-Cyprien-de-Napierville;45.183333;-73.416667;Municipality;Quebec
Saint-Cyrille-de-Lessard;47.0333333;-70.2833334;Parish Municipality;Quebec
Saint-Cyrille-de-L'Islet;47.0358333;-70.2744444;Village;Quebec
Saint-Cyrille-de-Wendover;45.9333333;-72.4333334;Municipality;Quebec
Saint-Damase;45.5333333;-73;Municipality;Quebec
Saint-Damase-de-L'Islet;47.2;-70.1333333;Municipality;Quebec
Saint-Damase-des-Aulnaies;47.1955556;-70.1308333;Village;Quebec
Saint-Damien;46.3333334;-73.4833334;Parish Municipality;Quebec
Saint-Damien-de-Buckland;46.6333333;-70.6666666;Parish Municipality;Quebec
Saint-David;45.95;-72.85;Municipality;Quebec
Saint-David-de-Falardeau;48.6166667;-71.1166667;Municipality;Quebec
Saint-David-d'Yamaska;45.9569444;-72.8555556;Village;Quebec
Saint-Denis-De La Bouteillerie;47.5;-69.9333333;Municipality;Quebec
Saint-Denis-de-Brompton;45.45;-72.083333;Municipality;Quebec
Saint-Denis-sur-Richelieu;45.7833333;-73.15;Municipality;Quebec
Saint-Dominique;45.5666667;-72.85;Municipality;Quebec
Saint-Dominique-du-Rosaire;48.7666666;-78.1166667;Municipality;Quebec
Saint-Donat;46.3166667;-74.2166667;Municipality;Quebec
Saint-Donat-de-Montcalm;46.3186111;-74.2225;Village;Quebec
Sainte-Adelaide-de-Pabos;48.3622222;-64.6094444;Village;Quebec
Sainte-Adele;45.95;-74.1333334;Town;Quebec
Sainte-Agathe-de-Lotbiniere;46.3833333;-71.4166667;Municipality;Quebec
Sainte-Agathe-des-Monts;46.05;-74.2833333;Town;Quebec
Sainte-Agnes;47.6611111;-70.2680556;Village;Quebec
Sainte-Agnes-de-Bellecombe;48.0986111;-78.9405556;Village;Quebec
Sainte-Agnes-de-Dundee;45.0088889;-74.4025;Village;Quebec
Sainte-Angele-de-Merici;48.5333333;-68.0833333;Municipality;Quebec
Sainte-Angele-de-Monnoir;45.383333;-73.1;Municipality;Quebec
Sainte-Angele-de-Premont;46.3666667;-73.05;Municipality;Quebec
Sainte-Anne-de-Beaupre;47.0166667;-70.9333334;Town;Quebec
Sainte-Anne-de-Bellevue;45.4;-73.95;Town;Quebec
Sainte-Anne-de-la-Perade;46.5833333;-72.2;Municipality;Quebec
Sainte-Anne-de-la-Rochelle;45.4;-72.4;Municipality;Quebec
Sainte-Anne-des-Lacs;45.85;-74.1333334;Parish Municipality;Quebec
Sainte-Anne-des-Monts;49.1333333;-66.5;Town;Quebec
Sainte-Anne-de-Sorel;46.0608333;-73.0208333;Municipality;Quebec
Sainte-Anne-des-Plaines;45.7666667;-73.8166666;Town;Quebec
Sainte-Anne-du-Lac;46.8833333;-75.3333333;Municipality;Quebec
Sainte-Anne-du-Sault;46.183333;-72.133333;Municipality;Quebec
Sainte-Aurelie;46.1833333;-70.3666667;Municipality;Quebec
Sainte-Barbe;45.166667;-74.2;Municipality;Quebec
Sainte-Beatrix;46.2;-73.6166666;Municipality;Quebec
Sainte-Brigide-d'Iberville;45.3166667;-73.0666667;Municipality;Quebec
Sainte-Brigitte-de-Laval;47;-71.2;Town;Quebec
Sainte-Brigitte-des-Saults;46.0333333;-72.4833333;Parish Municipality;Quebec
Sainte-Catherine;45.4;-73.5833333;Town;Quebec
Sainte-Catherine-de-Hatley;45.25;-72.05;Municipality;Quebec
Sainte-Catherine-de-la-Jacques-Cartier;46.85;-71.6166667;Town;Quebec
Sainte-Cecile-de-Masham;45.641944;-76.036667;Village;Quebec
Sainte-Cecile-de-Milton;45.483333;-72.75;Municipality;Quebec
Sainte-Cecile-de-Whitton;45.6666667;-70.9333334;Municipality;Quebec
Sainte-Christine-d'Auvergne;46.8166667;-71.9666667;Municipality;Quebec
Sainte-Claire;46.6;-70.8666666;Municipality;Quebec
Sainte-Clotilde;45.15;-73.683333;Municipality;Quebec
Sainte-Clotilde-de-Beauce;46.1333333;-71.0333333;Municipality;Quebec
Sainte-Clotilde-de-Horton;45.9833333;-72.2333334;Municipality;Quebec
Sainte-Croix;46.6166667;-71.7333333;Municipality;Quebec
Saint-Edmond-les-Plaines;48.9;-72.55;Municipality;Quebec
Saint-Edouard;45.2333334;-73.5166667;Municipality;Quebec
Saint-Edouard;46.5688889;-71.8369444;Village;Quebec
Saint-Edouard-de-Fabre;47.2;-79.3666666;Parish Municipality;Quebec
Saint-Edouard-de-Lotbiniere;46.5666667;-71.8333333;Parish Municipality;Quebec
Saint-Edouard-de-Maskinonge;46.3333334;-73.15;Municipality;Quebec
Sainte-Elisabeth;46.083333;-73.35;Municipality;Quebec
Sainte-Elisabeth-de-Proulx;48.9641667;-72.0680556;Village;Quebec
Sainte-Elizabeth-de-Warwick;45.916667;-72.083333;Municipality;Quebec
Sainte-Emelie-de-l'Energie;46.3166667;-73.65;Municipality;Quebec
Sainte-Eulalie;46.1;-72.25;Municipality;Quebec
Sainte-Euphemie;46.7736111;-70.4405556;Village;Quebec
Sainte-Euphemie-sur-Riviere-du-Sud;46.7666667;-70.4333333;Municipality;Quebec
Sainte-Felicite;46.95;-69.9333333;Municipality;Quebec
Sainte-Felicite;48.9;-67.3333334;Municipality;Quebec
Sainte-Flore;46.6136111;-72.7391667;Village;Quebec
Sainte-Florence;48.2666667;-67.2333333;Municipality;Quebec
Sainte-Francoise;46.45;-71.9833334;Municipality;Quebec
Sainte-Genevieve-de-Batiscan;46.5333334;-72.3333333;Parish Municipality;Quebec
Sainte-Genevieve-de-Berthier;46.083333;-73.216667;Municipality;Quebec
Sainte-Germaine;48.6019444;-79.1152778;Village;Quebec
Sainte-Germaine-Boule;48.6;-79.1166666;Municipality;Quebec
Sainte-Gertrude-Manneville;48.5333333;-78.3666667;Municipality;Quebec
Sainte-Hedwidge;48.4833333;-72.35;Municipality;Quebec
Sainte-Hedwidge-de-Roberval;48.481389;-72.365833;Village;Quebec
Sainte-Helene-de-Bagot;45.7333333;-72.7333333;Municipality;Quebec
Sainte-Helene-de-Chester;46.033333;-71.7;Municipality;Quebec
Sainte-Helene-de-Kamouraska;47.6;-69.7333333;Municipality;Quebec
Sainte-Jeanne-d'Arc;45.7113889;-72.4125;Village;Quebec
Sainte-Julie;45.5833333;-73.3333333;Town;Quebec
Sainte-Julie-de-Vercheres;45.5936111;-73.3394444;Village;Quebec
Sainte-Julienne;45.9666667;-73.7166667;Municipality;Quebec
Sainte-Justine;46.4;-70.35;Municipality;Quebec
Sainte-Justine-de-Newton;45.366667;-74.416667;Municipality;Quebec
Sainte-Justine-Station;45.3591667;-74.4225;Village;Quebec
Saint-Eleuthere;47.4883333;-69.2825;Village;Quebec
Saint-Elie-de-Caxton;46.483333;-72.966667;Municipality;Quebec
Sainte-Luce;48.55;-68.3833334;Municipality;Quebec
Sainte-Lucie-de-Beauregard;46.7333334;-70.0166666;Municipality;Quebec
